municipio_cod,municipio_fato,data_fato,mes,ano,natureza_delito,tentado_consumado,qtde_vitimas
313420,ITUIUTABA,2014-01-01,1,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-01-01,1,2014,VIAS DE FATO / AGRESSAO,CONSUMADO,5
313420,ITUIUTABA,2014-01-02,1,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-01-02,1,2014,VIAS DE FATO / AGRESSAO,CONSUMADO,1
313420,ITUIUTABA,2014-01-03,1,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-01-04,1,2014,LESAO CORPORAL,CONSUMADO,1
313420,ITUIUTABA,2014-01-04,1,2014,VIAS DE FATO / AGRESSAO,CONSUMADO,3
313420,ITUIUTABA,2014-01-05,1,2014,AMEACA,CONSUMADO,2
313420,ITUIUTABA,2014-01-05,1,2014,LESAO CORPORAL,CONSUMADO,1
313420,ITUIUTABA,2014-01-06,1,2014,AMEACA,CONSUMADO,2
313420,ITUIUTABA,2014-01-06,1,2014,HOMICIDIO,TENTADO,1
313420,ITUIUTABA,2014-01-06,1,2014,LESAO CORPORAL,CONSUMADO,1
313420,ITUIUTABA,2014-01-09,1,2014,AMEACA,CONSUMADO,2
313420,ITUIUTABA,2014-01-09,1,2014,VIAS DE FATO / AGRESSAO,CONSUMADO,1
313420,ITUIUTABA,2014-01-11,1,2014,DESOBEDIENCIA,CONSUMADO,1
313420,ITUIUTABA,2014-01-12,1,2014,DANO,CONSUMADO,1
313420,ITUIUTABA,2014-01-12,1,2014,LESAO CORPORAL,CONSUMADO,2
313420,ITUIUTABA,2014-01-12,1,2014,VIAS DE FATO / AGRESSAO,CONSUMADO,1
313420,ITUIUTABA,2014-01-13,1,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-01-13,1,2014,LESAO CORPORAL,CONSUMADO,1
313420,ITUIUTABA,2014-01-14,1,2014,MAUS TRATOS,CONSUMADO,1
313420,ITUIUTABA,2014-01-16,1,2014,ABUSO DE INCAPAZES,CONSUMADO,1
313420,ITUIUTABA,2014-01-17,1,2014,AMEACA,CONSUMADO,2
313420,ITUIUTABA,2014-01-17,1,2014,DANO,CONSUMADO,1
313420,ITUIUTABA,2014-01-17,1,2014,ESTUPRO DE VULNERAVEL,CONSUMADO,1
313420,ITUIUTABA,2014-01-18,1,2014,INJURIA,CONSUMADO,1
313420,ITUIUTABA,2014-01-18,1,2014,VIAS DE FATO / AGRESSAO,CONSUMADO,2
313420,ITUIUTABA,2014-01-19,1,2014,LESAO CORPORAL,CONSUMADO,2
313420,ITUIUTABA,2014-01-20,1,2014,VIAS DE FATO / AGRESSAO,CONSUMADO,1
313420,ITUIUTABA,2014-01-23,1,2014,LESAO CORPORAL,CONSUMADO,1
313420,ITUIUTABA,2014-01-24,1,2014,LESAO CORPORAL,CONSUMADO,1
313420,ITUIUTABA,2014-01-25,1,2014,VIAS DE FATO / AGRESSAO,CONSUMADO,1
313420,ITUIUTABA,2014-01-26,1,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-01-26,1,2014,LESAO CORPORAL,CONSUMADO,3
313420,ITUIUTABA,2014-01-27,1,2014,OUTRAS ACOES DEFESA SOCIAL,CONSUMADO,1
313420,ITUIUTABA,2014-01-27,1,2014,OUTROS INFRACOES C/ A PESSOA,CONSUMADO,1
313420,ITUIUTABA,2014-01-27,1,2014,VIAS DE FATO / AGRESSAO,CONSUMADO,1
313420,ITUIUTABA,2014-01-28,1,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-01-28,1,2014,FURTO,CONSUMADO,1
313420,ITUIUTABA,2014-01-29,1,2014,AMEACA,CONSUMADO,3
313420,ITUIUTABA,2014-01-30,1,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-01-30,1,2014,ATRITO VERBAL,CONSUMADO,1
313420,ITUIUTABA,2014-01-30,1,2014,FURTO,CONSUMADO,1
313420,ITUIUTABA,2014-01-31,1,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-02-01,2,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-02-02,2,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-02-02,2,2014,OUTROS INFRACOES C/ A PESSOA,CONSUMADO,1
313420,ITUIUTABA,2014-02-02,2,2014,VIAS DE FATO / AGRESSAO,CONSUMADO,1
313420,ITUIUTABA,2014-02-03,2,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-02-04,2,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-02-06,2,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-02-06,2,2014,VIAS DE FATO / AGRESSAO,CONSUMADO,1
313420,ITUIUTABA,2014-02-07,2,2014,AMEACA,CONSUMADO,3
313420,ITUIUTABA,2014-02-07,2,2014,OUTROS INFRACOES C/ A PESSOA,CONSUMADO,1
313420,ITUIUTABA,2014-02-08,2,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-02-08,2,2014,LESAO CORPORAL,CONSUMADO,1
313420,ITUIUTABA,2014-02-08,2,2014,OUTRAS ACOES DEFESA SOCIAL,CONSUMADO,1
313420,ITUIUTABA,2014-02-09,2,2014,VIAS DE FATO / AGRESSAO,CONSUMADO,1
313420,ITUIUTABA,2014-02-10,2,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-02-10,2,2014,DESOBEDIENCIA,CONSUMADO,1
313420,ITUIUTABA,2014-02-10,2,2014,VIAS DE FATO / AGRESSAO,CONSUMADO,2
313420,ITUIUTABA,2014-02-11,2,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-02-12,2,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-02-14,2,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-02-14,2,2014,LESAO CORPORAL,CONSUMADO,2
313420,ITUIUTABA,2014-02-14,2,2014,VIAS DE FATO / AGRESSAO,CONSUMADO,1
313420,ITUIUTABA,2014-02-15,2,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-02-15,2,2014,LESAO CORPORAL,CONSUMADO,1
313420,ITUIUTABA,2014-02-16,2,2014,AMEACA,CONSUMADO,2
313420,ITUIUTABA,2014-02-16,2,2014,LESAO CORPORAL,CONSUMADO,1
313420,ITUIUTABA,2014-02-16,2,2014,OUTRAS ACOES DEFESA SOCIAL,CONSUMADO,1
313420,ITUIUTABA,2014-02-20,2,2014,LESAO CORPORAL,CONSUMADO,1
313420,ITUIUTABA,2014-02-23,2,2014,LESAO CORPORAL,CONSUMADO,2
313420,ITUIUTABA,2014-02-24,2,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-02-24,2,2014,LESAO CORPORAL,CONSUMADO,1
313420,ITUIUTABA,2014-02-25,2,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-02-26,2,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-02-27,2,2014,LESAO CORPORAL,CONSUMADO,2
313420,ITUIUTABA,2014-02-27,2,2014,VIAS DE FATO / AGRESSAO,CONSUMADO,1
313420,ITUIUTABA,2014-02-28,2,2014,LESAO CORPORAL,CONSUMADO,2
313420,ITUIUTABA,2014-03-01,3,2014,AMEACA,CONSUMADO,2
313420,ITUIUTABA,2014-03-01,3,2014,DANO,CONSUMADO,1
313420,ITUIUTABA,2014-03-01,3,2014,LESAO CORPORAL,CONSUMADO,1
313420,ITUIUTABA,2014-03-01,3,2014,VIAS DE FATO / AGRESSAO,CONSUMADO,1
313420,ITUIUTABA,2014-03-02,3,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-03-02,3,2014,DANO,CONSUMADO,1
313420,ITUIUTABA,2014-03-02,3,2014,LESAO CORPORAL,CONSUMADO,1
313420,ITUIUTABA,2014-03-02,3,2014,VIAS DE FATO / AGRESSAO,CONSUMADO,1
313420,ITUIUTABA,2014-03-03,3,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-03-03,3,2014,LESAO CORPORAL,CONSUMADO,1
313420,ITUIUTABA,2014-03-04,3,2014,AMEACA,CONSUMADO,2
313420,ITUIUTABA,2014-03-05,3,2014,OUTRAS INFRACOES DEMAIS LEIS ESPECIAIS,CONSUMADO,1
313420,ITUIUTABA,2014-03-07,3,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-03-07,3,2014,ESTUPRO,CONSUMADO,1
313420,ITUIUTABA,2014-03-08,3,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-03-09,3,2014,AMEACA,CONSUMADO,2
313420,ITUIUTABA,2014-03-09,3,2014,LESAO CORPORAL,CONSUMADO,1
313420,ITUIUTABA,2014-03-09,3,2014,VIAS DE FATO / AGRESSAO,CONSUMADO,1
313420,ITUIUTABA,2014-03-10,3,2014,AMEACA,CONSUMADO,2
313420,ITUIUTABA,2014-03-11,3,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-03-11,3,2014,LESAO CORPORAL,CONSUMADO,1
313420,ITUIUTABA,2014-03-12,3,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-03-12,3,2014,VIAS DE FATO / AGRESSAO,CONSUMADO,1
313420,ITUIUTABA,2014-03-13,3,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-03-13,3,2014,VIAS DE FATO / AGRESSAO,CONSUMADO,2
313420,ITUIUTABA,2014-03-14,3,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-03-14,3,2014,LESAO CORPORAL,CONSUMADO,2
313420,ITUIUTABA,2014-03-14,3,2014,VIAS DE FATO / AGRESSAO,CONSUMADO,3
313420,ITUIUTABA,2014-03-15,3,2014,VIAS DE FATO / AGRESSAO,CONSUMADO,1
313420,ITUIUTABA,2014-03-17,3,2014,VIAS DE FATO / AGRESSAO,CONSUMADO,1
313420,ITUIUTABA,2014-03-18,3,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-03-18,3,2014,LESAO CORPORAL,CONSUMADO,1
313420,ITUIUTABA,2014-03-18,3,2014,VIAS DE FATO / AGRESSAO,CONSUMADO,1
313420,ITUIUTABA,2014-03-19,3,2014,DESOBEDECE ORDEM JUDICIAL (PERDA/SUS DIREITO),CONSUMADO,1
313420,ITUIUTABA,2014-03-19,3,2014,LESAO CORPORAL,CONSUMADO,2
313420,ITUIUTABA,2014-03-19,3,2014,VIAS DE FATO / AGRESSAO,CONSUMADO,1
313420,ITUIUTABA,2014-03-21,3,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-03-21,3,2014,LESAO CORPORAL,CONSUMADO,1
313420,ITUIUTABA,2014-03-22,3,2014,LESAO CORPORAL,CONSUMADO,1
313420,ITUIUTABA,2014-03-22,3,2014,VIAS DE FATO / AGRESSAO,CONSUMADO,1
313420,ITUIUTABA,2014-03-23,3,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-03-24,3,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-03-24,3,2014,DANO,CONSUMADO,1
313420,ITUIUTABA,2014-03-24,3,2014,VIAS DE FATO / AGRESSAO,CONSUMADO,1
313420,ITUIUTABA,2014-03-25,3,2014,LESAO CORPORAL,CONSUMADO,1
313420,ITUIUTABA,2014-03-26,3,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-03-28,3,2014,AMEACA,CONSUMADO,2
313420,ITUIUTABA,2014-03-28,3,2014,LESAO CORPORAL,CONSUMADO,1
313420,ITUIUTABA,2014-03-29,3,2014,LESAO CORPORAL,CONSUMADO,2
313420,ITUIUTABA,2014-03-30,3,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-03-30,3,2014,LESAO CORPORAL,CONSUMADO,1
313420,ITUIUTABA,2014-04-01,4,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-04-01,4,2014,ESTUPRO DE VULNERAVEL,CONSUMADO,1
313420,ITUIUTABA,2014-04-01,4,2014,LESAO CORPORAL,CONSUMADO,1
313420,ITUIUTABA,2014-04-02,4,2014,EXTORSAO,CONSUMADO,1
313420,ITUIUTABA,2014-04-03,4,2014,ESTELIONATO,CONSUMADO,1
313420,ITUIUTABA,2014-04-03,4,2014,LESAO CORPORAL,CONSUMADO,1
313420,ITUIUTABA,2014-04-03,4,2014,VIAS DE FATO / AGRESSAO,CONSUMADO,1
313420,ITUIUTABA,2014-04-04,4,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-04-04,4,2014,VIAS DE FATO / AGRESSAO,CONSUMADO,2
313420,ITUIUTABA,2014-04-05,4,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-04-06,4,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-04-06,4,2014,LESAO CORPORAL,CONSUMADO,1
313420,ITUIUTABA,2014-04-06,4,2014,LESAO CORPORAL,TENTADO,1
313420,ITUIUTABA,2014-04-06,4,2014,VIAS DE FATO / AGRESSAO,CONSUMADO,1
313420,ITUIUTABA,2014-04-07,4,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-04-07,4,2014,LESAO CORPORAL,CONSUMADO,1
313420,ITUIUTABA,2014-04-08,4,2014,OUTROS INFRACOES C/ A PESSOA,CONSUMADO,1
313420,ITUIUTABA,2014-04-10,4,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-04-11,4,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-04-11,4,2014,OUTROS INFRACOES C/ A PESSOA,CONSUMADO,1
313420,ITUIUTABA,2014-04-11,4,2014,VIAS DE FATO / AGRESSAO,CONSUMADO,1
313420,ITUIUTABA,2014-04-12,4,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-04-12,4,2014,LESAO CORPORAL,CONSUMADO,1
313420,ITUIUTABA,2014-04-13,4,2014,LESAO CORPORAL,CONSUMADO,1
313420,ITUIUTABA,2014-04-13,4,2014,VIAS DE FATO / AGRESSAO,CONSUMADO,1
313420,ITUIUTABA,2014-04-14,4,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-04-14,4,2014,FURTO,CONSUMADO,1
313420,ITUIUTABA,2014-04-15,4,2014,VIAS DE FATO / AGRESSAO,CONSUMADO,1
313420,ITUIUTABA,2014-04-16,4,2014,AMEACA,CONSUMADO,2
313420,ITUIUTABA,2014-04-17,4,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-04-18,4,2014,AMEACA,CONSUMADO,3
313420,ITUIUTABA,2014-04-19,4,2014,AMEACA,CONSUMADO,2
313420,ITUIUTABA,2014-04-19,4,2014,FURTO,CONSUMADO,1
313420,ITUIUTABA,2014-04-19,4,2014,LESAO CORPORAL,CONSUMADO,1
313420,ITUIUTABA,2014-04-19,4,2014,OUTRAS ACOES DEFESA SOCIAL,CONSUMADO,1
313420,ITUIUTABA,2014-04-19,4,2014,VIAS DE FATO / AGRESSAO,CONSUMADO,1
313420,ITUIUTABA,2014-04-20,4,2014,ABUSO DE INCAPAZES,CONSUMADO,1
313420,ITUIUTABA,2014-04-20,4,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-04-20,4,2014,VIAS DE FATO / AGRESSAO,CONSUMADO,1
313420,ITUIUTABA,2014-04-21,4,2014,AMEACA,CONSUMADO,3
313420,ITUIUTABA,2014-04-21,4,2014,DANO,CONSUMADO,1
313420,ITUIUTABA,2014-04-21,4,2014,LESAO CORPORAL,CONSUMADO,1
313420,ITUIUTABA,2014-04-22,4,2014,LESAO CORPORAL,CONSUMADO,1
313420,ITUIUTABA,2014-04-22,4,2014,VIAS DE FATO / AGRESSAO,CONSUMADO,1
313420,ITUIUTABA,2014-04-24,4,2014,VIAS DE FATO / AGRESSAO,CONSUMADO,2
313420,ITUIUTABA,2014-04-25,4,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-04-27,4,2014,LESAO CORPORAL,CONSUMADO,1
313420,ITUIUTABA,2014-04-28,4,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-04-28,4,2014,OUTROS INFRACOES C/ A PESSOA,CONSUMADO,1
313420,ITUIUTABA,2014-04-28,4,2014,VIAS DE FATO / AGRESSAO,CONSUMADO,1
313420,ITUIUTABA,2014-04-29,4,2014,AMEACA,CONSUMADO,2
313420,ITUIUTABA,2014-04-29,4,2014,LESAO CORPORAL,CONSUMADO,2
313420,ITUIUTABA,2014-04-29,4,2014,VIAS DE FATO / AGRESSAO,CONSUMADO,1
313420,ITUIUTABA,2014-04-30,4,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-04-30,4,2014,VIAS DE FATO / AGRESSAO,CONSUMADO,1
313420,ITUIUTABA,2014-05-01,5,2014,DANO,CONSUMADO,1
313420,ITUIUTABA,2014-05-01,5,2014,LESAO CORPORAL,CONSUMADO,1
313420,ITUIUTABA,2014-05-01,5,2014,VIAS DE FATO / AGRESSAO,CONSUMADO,1
313420,ITUIUTABA,2014-05-02,5,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-05-03,5,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-05-03,5,2014,LESAO CORPORAL,CONSUMADO,1
313420,ITUIUTABA,2014-05-03,5,2014,VIAS DE FATO / AGRESSAO,CONSUMADO,1
313420,ITUIUTABA,2014-05-04,5,2014,DESOBEDIENCIA,CONSUMADO,1
313420,ITUIUTABA,2014-05-04,5,2014,HOMICIDIO,TENTADO,1
313420,ITUIUTABA,2014-05-04,5,2014,LESAO CORPORAL,CONSUMADO,2
313420,ITUIUTABA,2014-05-05,5,2014,AMEACA,CONSUMADO,3
313420,ITUIUTABA,2014-05-05,5,2014,HOMICIDIO,TENTADO,1
313420,ITUIUTABA,2014-05-06,5,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-05-08,5,2014,INJURIA,CONSUMADO,1
313420,ITUIUTABA,2014-05-09,5,2014,ABUSO DE INCAPAZES,CONSUMADO,1
313420,ITUIUTABA,2014-05-10,5,2014,AMEACA,CONSUMADO,3
313420,ITUIUTABA,2014-05-10,5,2014,VIAS DE FATO / AGRESSAO,CONSUMADO,1
313420,ITUIUTABA,2014-05-11,5,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-05-11,5,2014,LESAO CORPORAL,CONSUMADO,1
313420,ITUIUTABA,2014-05-11,5,2014,VIAS DE FATO / AGRESSAO,CONSUMADO,1
313420,ITUIUTABA,2014-05-12,5,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-05-12,5,2014,FURTO,CONSUMADO,1
313420,ITUIUTABA,2014-05-13,5,2014,AMEACA,CONSUMADO,3
313420,ITUIUTABA,2014-05-15,5,2014,LESAO CORPORAL,CONSUMADO,1
313420,ITUIUTABA,2014-05-15,5,2014,VIAS DE FATO / AGRESSAO,CONSUMADO,1
313420,ITUIUTABA,2014-05-16,5,2014,LESAO CORPORAL,CONSUMADO,2
313420,ITUIUTABA,2014-05-17,5,2014,LESAO CORPORAL,CONSUMADO,1
313420,ITUIUTABA,2014-05-18,5,2014,LESAO CORPORAL,CONSUMADO,1
313420,ITUIUTABA,2014-05-19,5,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-05-20,5,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-05-20,5,2014,TRAFICO ILICITO DE DROGAS,CONSUMADO,1
313420,ITUIUTABA,2014-05-21,5,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-05-21,5,2014,VIAS DE FATO / AGRESSAO,CONSUMADO,1
313420,ITUIUTABA,2014-05-22,5,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-05-23,5,2014,VIAS DE FATO / AGRESSAO,CONSUMADO,1
313420,ITUIUTABA,2014-05-24,5,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-05-24,5,2014,VIAS DE FATO / AGRESSAO,CONSUMADO,1
313420,ITUIUTABA,2014-05-25,5,2014,DANO,CONSUMADO,1
313420,ITUIUTABA,2014-05-25,5,2014,LESAO CORPORAL,CONSUMADO,1
313420,ITUIUTABA,2014-05-26,5,2014,AMEACA,CONSUMADO,2
313420,ITUIUTABA,2014-05-26,5,2014,OUTRAS ACOES DEFESA SOCIAL,CONSUMADO,1
313420,ITUIUTABA,2014-05-28,5,2014,AMEACA,CONSUMADO,2
313420,ITUIUTABA,2014-05-28,5,2014,LESAO CORPORAL,CONSUMADO,2
313420,ITUIUTABA,2014-05-29,5,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-05-31,5,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-06-02,6,2014,AMEACA,CONSUMADO,2
313420,ITUIUTABA,2014-06-02,6,2014,LESAO CORPORAL,CONSUMADO,1
313420,ITUIUTABA,2014-06-02,6,2014,VIAS DE FATO / AGRESSAO,CONSUMADO,1
313420,ITUIUTABA,2014-06-03,6,2014,LESAO CORPORAL,CONSUMADO,2
313420,ITUIUTABA,2014-06-04,6,2014,LESAO CORPORAL,CONSUMADO,1
313420,ITUIUTABA,2014-06-06,6,2014,AMEACA,CONSUMADO,2
313420,ITUIUTABA,2014-06-06,6,2014,DANO,CONSUMADO,1
313420,ITUIUTABA,2014-06-07,6,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-06-07,6,2014,LESAO CORPORAL,CONSUMADO,1
313420,ITUIUTABA,2014-06-07,6,2014,VIAS DE FATO / AGRESSAO,CONSUMADO,1
313420,ITUIUTABA,2014-06-08,6,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-06-08,6,2014,DESOBEDIENCIA,CONSUMADO,1
313420,ITUIUTABA,2014-06-08,6,2014,LESAO CORPORAL,CONSUMADO,1
313420,ITUIUTABA,2014-06-08,6,2014,VIAS DE FATO / AGRESSAO,CONSUMADO,1
313420,ITUIUTABA,2014-06-09,6,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-06-09,6,2014,LESAO CORPORAL,CONSUMADO,1
313420,ITUIUTABA,2014-06-09,6,2014,VIAS DE FATO / AGRESSAO,CONSUMADO,2
313420,ITUIUTABA,2014-06-11,6,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-06-12,6,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-06-12,6,2014,VIAS DE FATO / AGRESSAO,CONSUMADO,1
313420,ITUIUTABA,2014-06-13,6,2014,AMEACA,CONSUMADO,2
313420,ITUIUTABA,2014-06-14,6,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-06-14,6,2014,OUTRAS INFRACOES CONTRA O PATRIMONIO,CONSUMADO,1
313420,ITUIUTABA,2014-06-15,6,2014,VIAS DE FATO / AGRESSAO,CONSUMADO,2
313420,ITUIUTABA,2014-06-16,6,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-06-16,6,2014,LESAO CORPORAL,CONSUMADO,1
313420,ITUIUTABA,2014-06-16,6,2014,VIAS DE FATO / AGRESSAO,CONSUMADO,1
313420,ITUIUTABA,2014-06-17,6,2014,EXERCICIO ARBITRARIO DAS PROPRIAS RAZOES,CONSUMADO,1
313420,ITUIUTABA,2014-06-17,6,2014,LESAO CORPORAL,CONSUMADO,1
313420,ITUIUTABA,2014-06-17,6,2014,OMISSAO DE SOCORRO,CONSUMADO,1
313420,ITUIUTABA,2014-06-19,6,2014,LESAO CORPORAL,CONSUMADO,1
313420,ITUIUTABA,2014-06-19,6,2014,VIAS DE FATO / AGRESSAO,CONSUMADO,1
313420,ITUIUTABA,2014-06-20,6,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-06-20,6,2014,OUTROS INFRACOES C/ A PESSOA,CONSUMADO,1
313420,ITUIUTABA,2014-06-21,6,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-06-21,6,2014,LESAO CORPORAL,CONSUMADO,1
313420,ITUIUTABA,2014-06-21,6,2014,VIAS DE FATO / AGRESSAO,CONSUMADO,2
313420,ITUIUTABA,2014-06-22,6,2014,VIAS DE FATO / AGRESSAO,CONSUMADO,1
313420,ITUIUTABA,2014-06-23,6,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-06-24,6,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-06-24,6,2014,LESAO CORPORAL,CONSUMADO,2
313420,ITUIUTABA,2014-06-25,6,2014,AMEACA,CONSUMADO,2
313420,ITUIUTABA,2014-06-26,6,2014,VIAS DE FATO / AGRESSAO,CONSUMADO,1
313420,ITUIUTABA,2014-06-27,6,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-06-28,6,2014,VIAS DE FATO / AGRESSAO,CONSUMADO,2
313420,ITUIUTABA,2014-06-29,6,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-06-30,6,2014,LESAO CORPORAL,CONSUMADO,1
313420,ITUIUTABA,2014-06-30,6,2014,OUTROS INFRACOES C/ A PESSOA,CONSUMADO,1
313420,ITUIUTABA,2014-06-30,6,2014,VIAS DE FATO / AGRESSAO,CONSUMADO,1
313420,ITUIUTABA,2014-07-02,7,2014,FURTO,CONSUMADO,1
313420,ITUIUTABA,2014-07-02,7,2014,OUTROS INFRACOES C/ A PESSOA,CONSUMADO,2
313420,ITUIUTABA,2014-07-03,7,2014,AMEACA,TENTADO,1
313420,ITUIUTABA,2014-07-04,7,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-07-05,7,2014,VIAS DE FATO / AGRESSAO,CONSUMADO,1
313420,ITUIUTABA,2014-07-07,7,2014,AMEACA,CONSUMADO,2
313420,ITUIUTABA,2014-07-07,7,2014,OUTROS INFRACOES C/ A PESSOA,CONSUMADO,1
313420,ITUIUTABA,2014-07-08,7,2014,AMEACA,CONSUMADO,2
313420,ITUIUTABA,2014-07-08,7,2014,VIAS DE FATO / AGRESSAO,CONSUMADO,2
313420,ITUIUTABA,2014-07-09,7,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-07-09,7,2014,LESAO CORPORAL,CONSUMADO,1
313420,ITUIUTABA,2014-07-09,7,2014,VIAS DE FATO / AGRESSAO,CONSUMADO,1
313420,ITUIUTABA,2014-07-10,7,2014,LESAO CORPORAL,CONSUMADO,1
313420,ITUIUTABA,2014-07-10,7,2014,OUTROS INFRACOES C/ A PESSOA,CONSUMADO,1
313420,ITUIUTABA,2014-07-11,7,2014,AMEACA,CONSUMADO,3
313420,ITUIUTABA,2014-07-11,7,2014,VIAS DE FATO / AGRESSAO,CONSUMADO,1
313420,ITUIUTABA,2014-07-12,7,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-07-12,7,2014,VIAS DE FATO / AGRESSAO,CONSUMADO,1
313420,ITUIUTABA,2014-07-13,7,2014,AMEACA,CONSUMADO,2
313420,ITUIUTABA,2014-07-13,7,2014,OUTROS INFRACOES C/ A PESSOA,CONSUMADO,2
313420,ITUIUTABA,2014-07-13,7,2014,VIAS DE FATO / AGRESSAO,CONSUMADO,1
313420,ITUIUTABA,2014-07-14,7,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-07-14,7,2014,DIFAMACAO,CONSUMADO,1
313420,ITUIUTABA,2014-07-16,7,2014,VIAS DE FATO / AGRESSAO,CONSUMADO,1
313420,ITUIUTABA,2014-07-17,7,2014,AMEACA,CONSUMADO,2
313420,ITUIUTABA,2014-07-18,7,2014,LESAO CORPORAL,CONSUMADO,1
313420,ITUIUTABA,2014-07-19,7,2014,AMEACA,CONSUMADO,1
313420,ITUIUTABA,2014-07-20,7,2014,LESAO CORPORAL,CONSUMADO,2
